"Ensembl_ID","control_rep2","exp_rep3","exp_rep2","exp_rep1","control_rep1","control_rep3"
"ENSG00000276691.1",0,2,2,2,2,2
"ENSG00000274737.1",6,3,6,5,8,12
"ENSG00000111424.12",29,46,50,61,25,52
"ENSG00000278385.1",18,17,24,34,19,25
"ENSG00000134291.12",5381,7235,6700,6556,5900,7328
"ENSG00000139219.19",104460,155441,194902,192301,121947,152156
"ENSG00000258203.5",5,9,5,5,5,6
"ENSG00000257955.1",3,3,4,2,0,3
"ENSG00000079387.15",2510,2811,3262,3150,2866,3460
"ENSG00000293172.1",4,4,6,3,4,7
"ENSG00000152556.17",6969,7812,7779,7662,8356,9980
"ENSG00000177981.11",989,1238,1190,1354,1186,1381
"ENSG00000177875.5",39,52,90,69,78,90
"ENSG00000269514.3",5,5,2,5,6,5
"ENSG00000258273.1",3,0,3,0,2,1
"ENSG00000167528.13",1404,1422,1676,1727,1616,1917
"ENSG00000139223.4",2,4,5,2,3,3
"ENSG00000139620.13",2077,2485,2902,2535,2340,2883
"ENSG00000207313.1",4,2,1,6,1,1
"ENSG00000129315.12",5096,5484,6829,6844,6115,7035
"ENSG00000257987.6",34,47,39,62,37,58
"ENSG00000174233.12",4812,5966,7169,6399,5729,7192
"ENSG00000257660.5",21,24,32,16,44,37
"ENSG00000167535.8",2476,2950,2374,2304,2756,3366
"ENSG00000174243.11",9539,11615,11540,11267,11456,13945
"ENSG00000172602.11",532,529,531,435,606,737
"ENSG00000239617.1",4,2,6,2,7,5
"ENSG00000272822.2",7,15,17,7,15,11
"ENSG00000139537.11",294,329,358,358,338,407
"ENSG00000134285.11",2310,2830,2830,2453,2741,3342
"ENSG00000134287.10",18479,23986,22869,23785,22012,25804
"ENSG00000169884.14",46,65,78,64,64,83
"ENSG00000181418.8",84,109,82,63,86,116
"ENSG00000257913.4",37,42,41,35,28,59
"ENSG00000181929.13",20,20,25,21,21,23
"ENSG00000167548.18",6003,6249,7801,7210,6940,7948
"ENSG00000167550.11",24,37,16,13,19,42
"ENSG00000139549.4",2,3,1,3,2,5
"ENSG00000139636.16",1501,1876,2347,2123,1772,2191
"ENSG00000123416.15",57626,76172,59292,59892,60874,78700
"ENSG00000258017.3",4,8,8,6,6,10
"ENSG00000167552.15",117336,158252,110070,115454,122271,154792
"ENSG00000167553.17",27747,35707,36121,35420,30459,38343
"ENSG00000258101.2",23,15,23,9,17,22
"ENSG00000258334.1",7,7,10,7,9,13
"ENSG00000135406.15",90,79,30,38,107,155
"ENSG00000135451.13",1694,2210,2080,1871,1943,2570
"ENSG00000186897.5",14,26,7,7,16,20
"ENSG00000178401.16",1589,1964,1963,2220,1773,2135
"ENSG00000123352.18",4781,5182,5317,5431,5523,6687
"ENSG00000257954.1",1,4,15,7,4,5
"ENSG00000135519.8",547,603,232,235,549,766
"ENSG00000187778.14",5813,7377,6446,6467,6060,8110
"ENSG00000110844.14",344,369,369,350,363,517
"ENSG00000135436.8",14,9,9,11,16,12
"ENSG00000199237.1",5,0,0,4,2,1
"ENSG00000258284.1",2,2,0,0,5,3
"ENSG00000257243.1",4,0,2,3,6,3
"ENSG00000161791.14",425,432,332,288,535,631
"ENSG00000139644.13",60668,78476,87086,88240,69385,83729
"ENSG00000167566.17",2937,3763,2824,2982,3002,3984
"ENSG00000258057.6",37,32,50,37,31,43
"ENSG00000186666.6",338,460,506,466,412,497
"ENSG00000135472.9",10,15,22,17,12,16
"ENSG00000167580.8",6,4,9,7,6,9
"ENSG00000161798.7",31,33,13,22,17,33
"ENSG00000086159.14",1,9,3,2,3,1
"ENSG00000161800.13",4996,5801,5994,5843,5947,7038
"ENSG00000110881.12",2033,2356,2246,2178,2370,2641
"ENSG00000066117.15",11775,13815,13237,13587,12939,16169
"ENSG00000167588.13",270,252,142,145,305,349
"ENSG00000178449.9",913,1272,1191,1166,977,1272
"ENSG00000272368.2",8,10,10,8,6,13
"ENSG00000139624.14",3279,4014,3675,3844,3669,4624
"ENSG00000050405.14",6373,6970,10789,11197,7443,8878
"ENSG00000257298.1",7,3,5,7,4,1
"ENSG00000185958.10",0,2,5,3,1,3
"ENSG00000244266.1",0,3,0,1,2,3
"ENSG00000161813.23",6934,6974,8649,9626,8364,9292
"ENSG00000066084.13",5645,6022,8073,8492,6977,8015
"ENSG00000123268.9",1383,1491,1759,2003,1606,1911
"ENSG00000185432.12",1002,1405,1601,1633,1165,1470
"ENSG00000289695.1",0,2,2,0,2,3
"ENSG00000274156.1",1,3,5,2,2,4
"ENSG00000110911.17",3096,3555,3983,4045,3720,4280
"ENSG00000050426.16",2232,2352,2649,2661,2600,3205
"ENSG00000110925.7",3074,3746,4183,4156,3722,4541
"ENSG00000135457.11",4278,4796,5331,5179,5251,6099
"ENSG00000184271.18",326,370,330,292,355,451
"ENSG00000278126.1",41,65,56,60,77,82
"ENSG00000183283.16",8922,10896,11769,11981,10742,12700
"ENSG00000170545.17",1873,1999,2337,2506,2072,2565
"ENSG00000110934.13",4,2,1,5,3,10
"ENSG00000139610.2",5,5,8,3,5,8
"ENSG00000139629.16",747,720,930,951,943,1077
"ENSG00000050438.17",1922,2024,2990,2744,2618,2790
"ENSG00000196876.19",514,496,804,777,724,748
"ENSG00000257851.2",22,36,39,30,33,44
"ENSG00000284730.2",2,0,7,3,6,5
"ENSG00000260473.2",29,16,24,30,22,33
"ENSG00000261308.4",1849,2437,2142,2150,2110,2564
"ENSG00000259887.1",9,14,8,4,9,9
"ENSG00000167612.13",15,14,23,12,44,34
"ENSG00000258021.1",1,1,2,1,4,4
"ENSG00000139567.13",24,20,29,40,29,38
"ENSG00000135503.13",6974,8527,10505,9768,8433,10092
"ENSG00000206992.1",2,0,4,4,1,3
"ENSG00000161835.11",119,147,165,138,145,171
"ENSG00000123358.20",977,1177,1170,1020,1046,1313
"ENSG00000123395.15",1273,1636,1551,1499,1293,1743
"ENSG00000290965.1",3,2,1,3,0,5
"ENSG00000257989.1",1,8,3,5,0,1
"ENSG00000167767.14",53,54,44,49,37,49
"ENSG00000135480.17",1222,1085,976,874,1363,1731
"ENSG00000257671.1",2,4,8,4,6,7
"ENSG00000170442.12",2,6,5,5,1,3
"ENSG00000205426.11",3,7,3,5,4,3
"ENSG00000257829.1",2,2,4,0,1,3
"ENSG00000274928.7",6,3,2,2,0,5
"ENSG00000257616.1",1,2,4,1,4,0
"ENSG00000170477.13",197,191,48,64,190,257
"ENSG00000170421.13",297207,447334,326968,363143,294628,399307
"ENSG00000111057.11",107384,157798,117933,142693,118031,158940
"ENSG00000063046.18",62840,65152,70201,72918,71448,86089
"ENSG00000257337.9",175,171,209,234,185,205
"ENSG00000111077.18",92,126,114,92,110,109
"ENSG00000167778.9",2019,2747,2519,2362,2389,2902
"ENSG00000167779.9",1594,2268,3037,3446,1697,2219
"ENSG00000167780.12",68,82,173,136,107,107
"ENSG00000258016.1",16,29,21,28,16,26
"ENSG00000257790.1",36,54,42,24,29,32
"ENSG00000139631.20",113,115,206,156,153,181
"ENSG00000139651.11",4802,5283,6695,6180,5405,6199
"ENSG00000139626.16",15,9,16,13,11,14
"ENSG00000172819.17",524,679,728,728,605,780
"ENSG00000182544.9",1674,2400,2213,2130,1937,2347
"ENSG00000135476.12",2761,3148,3280,3033,3265,3936
"ENSG00000123349.15",41,53,104,80,97,100
"ENSG00000288663.1",11,17,20,18,25,20
"ENSG00000257605.4",19,3,11,8,3,11
"ENSG00000139637.14",36,61,44,34,48,52
"ENSG00000094914.14",4024,5925,4764,4691,5049,6358
"ENSG00000185591.10",7934,8738,10694,10398,9718,11155
"ENSG00000135409.11",1098,1580,1246,1212,1147,1491
"ENSG00000205352.11",4618,5865,5866,5909,5578,6504
"ENSG00000257379.1",0,3,2,1,2,6
"ENSG00000197111.16",21227,27330,23200,25519,25860,29384
"ENSG00000282977.1",3,2,7,1,3,6
"ENSG00000139625.13",647,984,857,811,806,994
"ENSG00000270175.2",65,69,64,64,91,84
"ENSG00000139546.12",2522,3207,2807,2777,2363,3303
"ENSG00000139574.9",5,7,5,4,3,8
"ENSG00000170653.19",1812,2169,2488,2578,2265,2675
"ENSG00000285692.1",0,3,0,0,2,3
"ENSG00000135390.21",15377,23285,17439,17427,18495,22514
"ENSG00000012822.16",1797,2366,2222,2178,1968,2513
"ENSG00000286069.2",34,43,36,25,56,52
"ENSG00000260492.3",5,9,3,8,13,15
"ENSG00000260030.1",3,2,0,3,4,0
"ENSG00000123364.5",7,2,0,2,1,2
"ENSG00000197757.8",2,8,15,16,9,1
"ENSG00000180806.5",3,0,1,3,3,1
"ENSG00000037965.6",1,18,18,6,11,1
"ENSG00000198353.8",999,1145,776,723,1179,1404
"ENSG00000172789.4",42,30,16,20,32,59
"ENSG00000248265.2",92,53,32,44,101,127
"ENSG00000291180.1",52,45,34,24,41,55
"ENSG00000249388.3",11,12,4,5,14,12
"ENSG00000250432.5",39,53,39,21,38,69
"ENSG00000123415.16",2273,2959,2930,2750,2476,3208
"ENSG00000250742.6",10807,13557,9451,9821,11615,14784
"ENSG00000260470.1",7,3,7,8,3,2
"ENSG00000094916.16",23759,26419,28254,31059,28697,33634
"ENSG00000289154.2",15,18,26,27,15,26
"ENSG00000135486.19",181024,220520,209450,210446,224798,272919
"ENSG00000123405.14",41,43,40,39,53,65
"ENSG00000111481.10",14142,17915,17571,17387,16002,19700
"ENSG00000161642.18",1982,3332,2555,2492,2268,3005
"ENSG00000161638.11",5164,6489,6530,7194,6069,7395
"ENSG00000123360.12",18,20,9,11,25,36
"ENSG00000135447.17",4397,4588,2174,2434,4469,5812
"ENSG00000123307.4",186,98,87,78,178,265
"ENSG00000257350.1",1,2,3,0,2,2
"ENSG00000179899.8",158,171,190,157,193,260
"ENSG00000170439.8",428,433,497,504,410,511
"ENSG00000135424.19",762,953,881,720,923,1129
"ENSG00000258311.5",27,37,55,51,42,53
"ENSG00000135441.8",647,920,782,716,585,773
"ENSG00000135437.10",46,56,76,64,59,61
"ENSG00000135404.12",18706,27143,27182,27007,22816,27286
"ENSG00000258056.3",306,421,355,338,364,462
"ENSG00000258045.2",0,2,1,2,2,6
"ENSG00000135414.10",4899,5973,5706,6455,5675,6541
"ENSG00000205323.9",37,37,35,44,30,39
"ENSG00000257390.5",5,4,6,5,7,7
"ENSG00000257509.1",3,10,10,9,8,4
"ENSG00000123353.10",1211,1704,1698,1731,1429,1852
"ENSG00000135392.19",1982,2240,2370,2362,2357,2860
"ENSG00000293491.1",261,298,361,332,290,384
"ENSG00000182796.17",22,40,54,38,41,44
"ENSG00000123342.16",48,57,58,71,71,56
"ENSG00000170473.17",2719,3779,3741,3570,2958,3810
"ENSG00000065357.20",502,619,669,684,651,758
"ENSG00000273973.1",4,2,2,2,1,3
"ENSG00000185664.15",184,196,211,214,187,260
"ENSG00000123374.11",3957,4807,6208,6006,4781,5499
"ENSG00000111540.16",10633,12320,14649,14200,12498,14708
"ENSG00000237493.3",13,25,18,18,22,18
"ENSG00000139531.13",1190,1512,1461,1310,1389,1808
"ENSG00000123411.15",777,891,1014,849,972,1136
"ENSG00000273890.1",1,1,3,4,6,5
"ENSG00000197728.11",8113,12789,9891,9807,9351,11452
"ENSG00000065361.17",7474,7871,10512,10349,9232,10680
"ENSG00000170515.14",17652,22302,19693,20416,18952,23959
"ENSG00000229117.9",52810,79873,67374,62547,58913,71939
"ENSG00000139641.13",20609,24723,21626,23033,21743,27701
"ENSG00000135482.7",683,783,812,755,746,907
"ENSG00000258317.1",4,11,15,7,8,7
"ENSG00000196465.11",7535,9939,7523,8095,7831,10114
"ENSG00000092841.19",75826,108808,91015,95327,79935,102435
"ENSG00000139613.12",5842,6534,7059,6883,6789,8348
"ENSG00000258199.1",0,2,5,5,1,4
"ENSG00000181852.18",5412,6882,7198,6919,5983,7150
"ENSG00000139579.13",2525,3392,3015,2986,2713,3410
"ENSG00000139540.12",882,1024,1415,1501,1005,1321
"ENSG00000139645.11",10654,12731,14180,13200,12572,14772
"ENSG00000135469.14",1156,1516,1496,1531,1319,1615
"ENSG00000062485.19",20739,25354,25031,25816,24850,30063
"ENSG00000144785.8",2,5,7,7,5,3
"ENSG00000257303.4",12,34,40,44,29,37
"ENSG00000257740.1",44,46,56,63,56,53
"ENSG00000257727.6",898,1156,1110,1207,1030,1228
"ENSG00000135473.16",1255,1228,1486,1443,1492,1685
"ENSG00000110944.9",71,80,142,183,141,127
"ENSG00000170581.15",2024,2368,2732,2608,2562,2949
"ENSG00000276272.1",21,24,17,16,18,26
"ENSG00000274569.1",13,12,16,9,10,24
"ENSG00000111602.12",5954,6323,6456,6043,6819,8332
"ENSG00000176422.14",673,916,918,887,717,900
"ENSG00000135423.13",70,87,113,106,63,85
"ENSG00000257576.1",49,104,71,62,68,87
"ENSG00000076067.14",4026,4398,6101,5586,4624,5461
"ENSG00000076108.12",11426,11608,14396,13240,13666,16056
"ENSG00000110955.9",83122,106994,95919,100320,90817,112872
"ENSG00000110958.16",39637,50218,41762,50712,47258,57119
"ENSG00000241217.3",3,3,6,1,2,3
"ENSG00000196531.14",41368,51195,47674,51217,48654,59098
"ENSG00000285625.1",9,9,9,8,2,6
"ENSG00000198056.16",1716,1793,1617,1762,1750,2282
"ENSG00000025423.11",78,83,62,73,72,106
"ENSG00000170426.2",2,3,1,3,4,1
"ENSG00000139547.8",10,14,27,20,29,17
"ENSG00000278399.1",1,5,2,3,4,1
"ENSG00000287715.1",3,2,5,3,1,11
"ENSG00000166856.3",9,6,7,7,6,8
"ENSG00000166860.3",2708,3089,3612,3477,3252,3902
"ENSG00000166863.13",210,288,387,407,276,311
"ENSG00000166866.13",156,143,244,205,156,228
"ENSG00000166881.10",3434,3849,4598,4424,4201,4838
"ENSG00000166886.13",1557,2229,1884,1669,1821,2125
"ENSG00000166888.12",3467,4089,4658,4308,4033,4861
"ENSG00000123384.14",20296,26389,29035,28615,22599,27284
"ENSG00000182379.10",342,441,320,301,363,424
"ENSG00000276727.1",2,1,2,1,1,2
"ENSG00000182199.11",17876,23148,21093,20892,19787,25415
"ENSG00000185633.11",18,20,25,18,26,25
"ENSG00000185482.8",32,24,32,25,36,36
"ENSG00000179912.21",1346,1486,1525,1584,1629,1868
"ENSG00000175189.4",4,4,7,4,5,7
"ENSG00000139269.3",102,138,198,149,115,134
"ENSG00000287200.1",8,14,26,18,17,21
"ENSG00000111087.10",31,36,35,12,49,40
"ENSG00000123329.20",28,13,18,23,22,35
"ENSG00000166986.15",17798,21578,20925,19916,19687,24744
"ENSG00000175197.13",466,608,793,618,526,657
"ENSG00000208028.1",1,2,3,4,1,4
"ENSG00000166987.15",1898,2360,2108,2074,2221,2786
"ENSG00000175203.17",13056,16032,14629,15302,14190,18193
"ENSG00000155980.13",327,288,115,137,353,481
"ENSG00000166908.18",3648,4190,4613,4601,4442,5103
"ENSG00000178498.16",1361,1699,1405,1279,1499,1803
"ENSG00000240771.8",178,217,195,167,239,272
"ENSG00000224713.4",3,4,7,3,10,9
"ENSG00000135454.14",51,58,43,44,58,67
"ENSG00000135506.17",12310,14854,14507,15095,13220,17121
"ENSG00000135439.12",28,40,24,17,39,30
"ENSG00000135452.10",1742,1958,2150,2237,1882,2334
"ENSG00000135446.17",18577,24264,21104,22058,18973,24317
"ENSG00000139266.6",1568,1944,1897,1892,1633,2085
"ENSG00000111012.11",29,27,32,45,29,43
"ENSG00000037897.17",1205,1655,1379,1330,1345,1747
"ENSG00000123427.17",312,333,376,335,374,397
"ENSG00000257921.6",6,5,5,3,2,3
"ENSG00000123297.20",77,73,57,65,69,76
"ENSG00000135407.11",126,138,162,149,166,170
"ENSG00000270039.1",39,54,43,28,50,38
"ENSG00000269903.1",7,1,8,6,5,6
"ENSG00000175215.11",10080,11743,11988,11650,11878,13954
"ENSG00000257953.1",4,6,4,7,6,10
"ENSG00000166896.9",384,397,327,389,424,480
"ENSG00000257698.3",197,219,146,138,167,251
"ENSG00000257159.1",1,3,4,6,1,7
"ENSG00000258231.5",2,6,1,4,6,3
"ENSG00000257259.3",4,2,2,2,4,10
"ENSG00000139263.12",5257,5965,6950,6358,5826,6969
"ENSG00000257443.2",4,4,4,7,6,6
"ENSG00000118596.12",704,644,914,1120,927,1015
"ENSG00000237176.4",3,2,1,3,4,2
"ENSG00000286402.1",0,2,2,4,2,0
"ENSG00000198673.11",610,879,1016,1064,648,790
"ENSG00000213363.4",14,43,26,11,10,18
"ENSG00000135655.16",3132,3366,4148,4084,3521,4240
"ENSG00000061987.16",2138,2111,2863,2827,2590,3026
"ENSG00000221949.6",21,33,17,25,16,14
"ENSG00000257354.2",120,119,159,103,139,170
"ENSG00000275180.2",15,21,35,27,32,38
"ENSG00000111110.12",4199,4521,5742,5392,4964,5725
"ENSG00000213352.3",5,2,6,2,2,6
"ENSG00000139239.7",445,742,544,533,494,708
"ENSG00000166148.4",53,47,51,53,43,48
"ENSG00000177990.12",59,37,83,46,45,74
"ENSG00000249753.2",4,4,4,3,3,2
"ENSG00000118600.13",702,762,814,890,724,937
"ENSG00000255642.1",65,102,122,97,98,105
"ENSG00000196935.10",1567,1501,1904,1893,1895,2131
"ENSG00000242087.2",0,0,2,2,2,1
"ENSG00000174206.13",635,737,770,790,752,823
"ENSG00000293269.1",13,9,12,17,10,15
"ENSG00000185306.13",24,26,47,37,33,56
"ENSG00000256293.2",2,3,4,4,3,1
"ENSG00000184575.12",12670,13025,15278,15272,15161,17628
"ENSG00000255566.1",0,3,6,1,6,5
"ENSG00000183735.11",1766,1858,2453,2225,2174,2481
"ENSG00000153179.14",1308,1330,1393,1352,1616,1978
"ENSG00000280181.1",3,3,3,4,7,8
"ENSG00000135677.11",17051,20027,20377,22427,19869,23586
"ENSG00000111490.15",43,41,31,39,48,55
"ENSG00000156076.10",60,88,148,138,79,74
"ENSG00000174106.3",2718,2958,3282,3438,3243,3640
"ENSG00000276853.1",3,2,0,3,2,5
"ENSG00000174099.12",433,506,554,614,449,569
"ENSG00000256268.3",0,2,0,3,0,3
"ENSG00000213344.2",2,5,1,0,1,3
"ENSG00000293176.1",17,11,17,14,17,10
"ENSG00000149948.14",35620,47358,47557,57359,42159,48069
"ENSG00000277945.1",2,6,5,4,5,5
"ENSG00000197301.7",16,8,11,20,16,26
"ENSG00000256083.1",4,4,7,9,5,6
"ENSG00000213343.5",0,2,1,1,2,2
"ENSG00000139233.7",2113,2295,2404,2629,2409,2697
"ENSG00000239335.4",0,1,3,0,2,3
"ENSG00000155957.19",303,390,364,446,343,392
"ENSG00000090376.11",24,36,28,31,25,37
"ENSG00000225422.4",7,11,16,8,8,15
"ENSG00000127311.10",170,123,174,174,180,210
"ENSG00000155974.14",865,990,1122,1038,1170,1314
"ENSG00000237766.2",1,0,1,4,3,3
"ENSG00000111530.13",21703,22773,25496,26933,25837,29451
"ENSG00000286563.1",5,9,12,7,8,7
"ENSG00000256037.1",1,3,0,3,5,0
"ENSG00000127334.11",5351,5603,6201,6453,6473,7393
"ENSG00000235872.2",6,4,4,2,4,7
"ENSG00000255970.1",15,11,3,9,12,11
"ENSG00000111554.15",423,423,475,481,476,600
"ENSG00000251301.8",2,3,5,4,9,10
"ENSG00000240087.3",71,137,102,81,96,90
"ENSG00000289173.2",2,4,0,1,3,2
"ENSG00000127314.18",6399,7598,7743,8600,7496,8860
"ENSG00000234040.3",7,4,2,2,3,8
"ENSG00000234925.2",7,15,12,4,12,15
"ENSG00000247363.3",16,15,10,16,18,25
"ENSG00000111581.10",5164,5606,6462,5864,6248,7380
"ENSG00000233560.2",6,5,11,7,8,4
"ENSG00000175782.11",760,989,1141,1117,994,1213
"ENSG00000135679.27",17196,22360,24435,27861,20950,23819
"ENSG00000256325.1",2,2,3,2,8,5
"ENSG00000135678.12",15091,14423,16938,15124,18581,20973
"ENSG00000111605.18",8766,9715,10730,10845,10635,12413
"ENSG00000257818.1",5,5,2,3,1,4
"ENSG00000274979.1",131,166,344,280,228,246
"ENSG00000090382.7",5057,5792,4684,5040,5902,6859
"ENSG00000127337.7",1923,2350,2352,2690,2106,2875
"ENSG00000166225.9",3035,3158,3840,4135,3832,4135
"ENSG00000166226.13",38930,48657,44748,47065,41159,51185
"ENSG00000127325.19",1,4,7,2,5,4
"ENSG00000247131.6",3,0,3,6,1,2
"ENSG00000127328.22",2095,2415,2811,2953,2544,2955
"ENSG00000166268.11",5,11,5,10,5,10
"ENSG00000257815.9",90,79,77,97,86,104
"ENSG00000111596.14",6861,7925,9227,9517,7692,9652
"ENSG00000279530.2",18,13,13,19,12,18
"ENSG00000135643.5",1434,1950,1555,1612,1710,2094
"ENSG00000258168.6",4,3,0,0,6,5
"ENSG00000127329.16",41,58,91,72,51,77
"ENSG00000153233.13",47,38,41,26,48,49
"ENSG00000257302.1",4,3,4,2,1,1
"ENSG00000127324.9",200,223,459,435,289,332
"ENSG00000139292.13",6,11,5,8,22,15
"ENSG00000133858.17",2403,2477,3724,3294,3105,3520
"ENSG00000173451.7",708,805,851,1105,907,1009
"ENSG00000139291.14",1398,1593,1645,1833,1632,1911
"ENSG00000080371.6",4363,4717,4715,5555,5255,5882
"ENSG00000121749.16",2245,2225,2774,2813,2514,2920
"ENSG00000072657.10",217,305,508,491,289,319
"ENSG00000236333.4",45,51,75,76,58,57
"ENSG00000251138.7",1,4,17,14,7,5
"ENSG00000253719.4",21696,26741,28429,30630,25717,31289
"ENSG00000188646.6",3,1,3,1,10,3
"ENSG00000180881.21",141,156,179,151,194,204
"ENSG00000273987.1",8,4,11,8,12,4
"ENSG00000173401.10",6,4,5,10,4,9
"ENSG00000180481.11",9,17,11,13,6,23
"ENSG00000139278.10",239,326,415,398,335,357
"ENSG00000257497.2",51,61,60,71,73,91
"ENSG00000111615.14",5008,4984,5184,5273,5899,6980
"ENSG00000258077.2",2,9,0,4,4,7
"ENSG00000286259.1",16,9,7,4,10,10
"ENSG00000258245.1",21,26,13,10,16,11
"ENSG00000251893.2",0,8,1,2,4,4
"ENSG00000258088.1",10,10,9,7,6,9
"ENSG00000139289.15",19285,19241,13339,13913,22340,26184
"ENSG00000257839.1",45,42,23,16,47,48
"ENSG00000187109.15",89301,99113,86066,99754,102222,126282
"ENSG00000257219.6",1,2,5,1,2,4
"ENSG00000179941.9",1334,1466,1546,1627,1530,1793
"ENSG00000091039.17",8319,8078,8933,10573,10181,11319
"ENSG00000257526.3",18,12,9,19,13,18
"ENSG00000287030.1",5,1,1,2,3,2
"ENSG00000243071.1",6,5,17,10,6,11
"ENSG00000241045.1",3,0,0,0,2,3
"ENSG00000186908.15",2142,2109,2529,2619,2619,2972
"ENSG00000175183.10",5069,6098,5161,5069,5791,7009
"ENSG00000257910.1",1,5,5,4,2,2
"ENSG00000257199.2",5,7,5,1,1,5
"ENSG00000165891.16",2162,2608,3290,3078,2525,3079
"ENSG00000067798.16",227,230,160,156,231,332
"ENSG00000257564.1",2,3,3,2,6,2
"ENSG00000067715.15",59,75,90,86,69,98
"ENSG00000257894.2",21,18,32,27,17,28
"ENSG00000257604.1",2,1,3,2,2,2
"ENSG00000257956.1",5,9,5,2,2,5
"ENSG00000177425.11",9687,9711,10184,12404,11905,13035
"ENSG00000258048.1",3,2,2,0,3,4
"ENSG00000058272.19",5615,5739,7775,7533,6868,7856
"ENSG00000277130.1",0,1,2,3,0,2
"ENSG00000257557.2",23,26,41,37,42,46
"ENSG00000239473.1",0,2,1,0,2,4
"ENSG00000165899.12",7,3,14,7,15,13
"ENSG00000230291.5",63,132,111,68,61,65
"ENSG00000139304.16",2,4,6,2,2,4
"ENSG00000111052.8",1272,1508,1904,1953,1694,1996
"ENSG00000111058.8",2139,2548,3466,3366,2884,3248
"ENSG00000139220.17",12,10,16,20,10,21
"ENSG00000258162.4",197,226,277,289,210,247
"ENSG00000133773.12",1639,2121,2121,2218,1914,2451
"ENSG00000127720.8",272,344,315,344,253,370
"ENSG00000179104.9",742,797,839,870,925,1030
"ENSG00000213270.5",6,2,5,5,1,3
"ENSG00000257729.2",7,6,2,2,7,9
"ENSG00000072041.18",314,266,364,314,353,450
"ENSG00000231738.11",5,3,1,0,8,2
"ENSG00000133640.20",322,295,320,379,334,400
"ENSG00000180318.4",24,24,17,28,32,30
"ENSG00000258815.1",42,58,54,54,65,60
"ENSG00000198774.5",1805,1874,2260,2451,2177,2290
"ENSG00000133636.11",13824,15012,8717,10055,15134,18305
"ENSG00000182050.14",61,52,49,63,84,63
"ENSG00000258128.3",2,1,2,1,4,2
"ENSG00000258179.1",2,2,0,1,1,2
"ENSG00000133641.18",1440,1713,1847,1987,1707,1813
"ENSG00000198707.17",1504,1318,1899,1897,1806,2149
"ENSG00000139324.12",5996,6164,7557,8739,7187,8010
"ENSG00000289384.2",36,31,43,47,37,56
"ENSG00000049130.16",19302,23894,29753,32898,24279,26991
"ENSG00000281333.2",26,28,19,15,19,24
"ENSG00000278011.1",3,4,0,3,4,2
"ENSG00000289174.1",25,46,31,40,31,48
"ENSG00000246363.4",13,12,8,16,4,6
"ENSG00000139318.8",5680,8356,8605,8839,6511,7917
"ENSG00000274021.1",9,10,11,9,3,7
"ENSG00000286608.1",3,2,1,2,4,1
"ENSG00000271327.1",20,23,22,11,24,22
"ENSG00000271259.1",3,3,4,3,2,3
"ENSG00000139323.14",4174,4859,5525,6185,4989,5903
"ENSG00000226982.4",0,3,5,1,3,1
"ENSG00000259075.6",23,30,28,32,25,18
"ENSG00000257594.4",130,164,192,198,134,185
"ENSG00000270344.4",86,84,105,89,84,110
"ENSG00000258302.2",6,6,7,11,9,14
"ENSG00000070961.17",13045,14094,16894,18032,15446,18068
"ENSG00000271614.1",52,73,57,62,58,78
"ENSG00000083782.8",19,34,18,15,26,28
"ENSG00000139329.5",406,1648,3950,2387,1708,1282
"ENSG00000011465.18",131,1010,2677,1619,785,645
"ENSG00000277738.1",4,3,1,1,7,6
"ENSG00000257893.3",4,9,11,6,4,5
"ENSG00000257242.9",23,22,27,28,18,40
"ENSG00000133639.6",6395,7872,7238,8043,7694,8877
"ENSG00000245904.6",11,23,5,21,16,19
"ENSG00000187510.11",6,3,5,9,4,10
"ENSG00000102189.17",3044,3228,4830,5411,3794,4368
"ENSG00000257195.1",13,43,34,24,25,30
"ENSG00000257345.2",125,144,213,164,146,162
"ENSG00000257322.7",2,3,3,7,3,4
"ENSG00000256393.1",153,238,179,176,172,237
"ENSG00000293091.1",7,18,19,22,15,8
"ENSG00000257252.7",35,47,63,60,39,53
"ENSG00000173598.14",11563,14403,21404,22546,14629,16667
"ENSG00000177889.10",11188,13870,14274,14603,12574,15289
"ENSG00000198015.14",7966,9056,9634,10365,9416,11078
"ENSG00000246985.8",460,437,314,293,466,563
"ENSG00000120833.14",4429,4413,3694,3855,4826,6118
"ENSG00000186076.5",98,122,124,127,107,138
"ENSG00000169372.13",379,526,534,504,449,584
"ENSG00000257283.1",0,1,4,7,3,4
"ENSG00000136040.9",570,457,303,290,630,791
"ENSG00000258365.1",4,10,9,5,10,10
"ENSG00000173588.16",1071,974,1087,1094,1209,1476
"ENSG00000213250.5",34,33,37,35,31,53
"ENSG00000278916.1",26,27,25,25,27,50
"ENSG00000258357.1",9,11,11,13,10,8
"ENSG00000236349.1",7,10,29,9,15,23
"ENSG00000057704.13",1029,1010,1120,1146,1194,1419
"ENSG00000184752.14",2286,3381,3015,2846,2882,3514
"ENSG00000120798.17",1655,1848,2273,2466,2019,2363
"ENSG00000180263.14",2875,2745,4160,4282,3468,3972
"ENSG00000237774.3",2,2,6,3,1,1
"ENSG00000028203.19",5945,6400,7644,7427,6812,8060
"ENSG00000289437.1",2,4,5,8,2,8
